STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,ALARM_SOURCE_DESCRIPTION_TX,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY
1.50E+15,1/4/2015 14:19,BROOKLYN,2508,DITMAS AVE & OCEAN PWAY,BROOKLYN,11218,66,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,4
1.50E+15,1/4/2015 14:19,BROOKLYN,1729,GLENMORE & SHEFFIELD AVES,BROOKLYN,11207,75,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,318
1.50E+15,1/4/2015 14:21,MANHATTAN,234,N/S CLINTON ST BET SOUTH & CHERRY STS,MANHATTAN,10002,7,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,5
1.50E+15,1/4/2015 14:22,QUEENS,9337,39 AVE & 111 ST,QUEENS,11368,115,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,10
1.50E+15,1/4/2015 14:22,BRONX,2833,ROSEDALE AV & BRUCKNER EXPY SB SVC RD,BRONX,10472,43,Phone,Utility Emergency - Gas,NonMedical Emergencies,48
1.50E+15,1/4/2015 14:23,BROOKLYN,3502,SURF AVE & BEACH 49 ST,BROOKLYN,11224,60,EMS Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,58
1.50E+15,1/4/2015 14:23,QUEENS,1054,REDFERN AVE 600' E OF NAMEOKE AVE,QUEENS,11691,101,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/4/2015 14:24,QUEENS,6224,26 AVE & CLEARVIEW EXPY W/SVC RD,QUEENS,11360,109,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,12
1.50E+15,1/4/2015 14:24,BROOKLYN,252,MANHATTAN AVE & MC KIBBEN ST,BROOKLYN,11206,90,UCT/911,Undefined Emergency,NonMedical Emergencies,23
1.50E+15,1/4/2015 14:26,RICHMOND / STATEN ISLAND,1223,SAND LA & OLYMPIA BLVD,RICHMOND / STATEN ISLAND,10305,122,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 14:27,MANHATTAN,878,2 AVE & E 53 ST,MANHATTAN,10022,17,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,7
1.50E+15,1/4/2015 14:28,QUEENS,7216,GREENPOINT AVE 500' NE OF REVIEW AVE->,QUEENS,11101,108,Phone,Utility Emergency - Gas,NonMedical Emergencies,41
1.50E+15,1/4/2015 14:28,MANHATTAN,836,9 AVE & W 48 ST,MANHATTAN,10036,18,PD Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/4/2015 14:31,QUEENS,7518,27TH AVE AND 3RD ST,QUEENS,11102,114,Phone,Private Dwelling Fire,Structural Fires,250
1.50E+15,1/4/2015 14:33,MANHATTAN,417,FDR DR & HOUSTON ST,MANHATTAN,10002,7,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,47
1.50E+15,1/4/2015 14:34,QUEENS,6229,CLINTONVILLE ST & LOCKE AVE,QUEENS,11357,109,UCT/911,Private Dwelling Fire,Structural Fires,11
1.50E+15,1/4/2015 14:34,BROOKLYN,767,KNICKERBOCKER AVE & MENAHAN ST,BROOKLYN,11237,83,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,19
1.50E+15,1/4/2015 14:35,QUEENS,9153,67 DR & 112 ST,QUEENS,11375,112,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,52
1.50E+15,1/4/2015 14:35,QUEENS,5487,SPRINGFIELD BLVD & 113 AVE,QUEENS,11429,105,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,48
1.50E+15,1/4/2015 14:36,BROOKLYN,868,RALPH AVE & BAINBRIDGE ST,BROOKLYN,11233,81,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/4/2015 14:37,BROOKLYN,2907,21 AVE & 70 ST,BROOKLYN,11204,62,UCT/911,Utility Emergency - Water,NonMedical Emergencies,88
1.50E+15,1/4/2015 14:39,BRONX,3440,MACE & CRUGER AVES,BRONX,10467,49,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,11
1.50E+15,1/4/2015 14:40,QUEENS,7954,BRITTON AVE & HAMPTON ST,QUEENS,11373,110,EMS Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,13
1.50E+15,1/4/2015 14:41,RICHMOND / STATEN ISLAND,3144,VICTORY BLVD & ALBERTA AV\OCEANIC VFD,RICHMOND / STATEN ISLAND,10314,121,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/4/2015 14:41,BROOKLYN,1245,6 AVE & PROSPECT PL,BROOKLYN,11217,78,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,10
1.50E+15,1/4/2015 14:41,MANHATTAN,1576,5 AVE & 138 ST,MANHATTAN,10037,32,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 14:41,MANHATTAN,1444,PLEASANT AVE & 120 ST,MANHATTAN,10035,25,UCT/911,Utility Emergency - Electric,NonMedical Emergencies,6
1.50E+15,1/4/2015 14:42,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,UCT/911,Multiple Dwelling 'A' - Other fire,Structural Fires,11
1.50E+15,1/4/2015 14:42,BROOKLYN,2626,8 AVE & 50 ST,BROOKLYN,11220,72,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/4/2015 14:43,QUEENS,5607,88 RD & 247 ST,QUEENS,11426,105,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,14
1.50E+15,1/4/2015 14:47,BROOKLYN,2030,HEGEMAN & STONE/MOTHER GASTON BLVD,BROOKLYN,11212,73,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 14:47,BRONX,3440,MACE & CRUGER AVES,BRONX,10467,49,Verbal,Undefined Emergency,NonMedical Emergencies,56
1.50E+15,1/4/2015 14:48,BRONX,3863,NEREID & WICKHAM AVES,BRONX,10466,47,UCT/911,Non-Medical MFA - Phone,NonMedical MFAs,31
1.50E+15,1/4/2015 14:50,BROOKLYN,3321,KINGS HWY & E 15 ST,BROOKLYN,11229,61,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,21
1.50E+15,1/4/2015 14:52,QUEENS,6547,82 RD & 164 PL,QUEENS,11432,107,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,10
1.50E+15,1/4/2015 14:54,BROOKLYN,2014,NEW LOTS & MILLER AVES,BROOKLYN,11207,75,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,177
1.50E+15,1/4/2015 14:55,MANHATTAN,1422,LEXINGTON AVE & 119 ST,MANHATTAN,10035,25,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,13
1.50E+15,1/4/2015 14:56,MANHATTAN,1578,POWELL BLVD & W 138 ST,MANHATTAN,10030,32,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/4/2015 14:57,BROOKLYN,2963,QUENTIN RD & W 5 ST,BROOKLYN,11223,62,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 14:57,BROOKLYN,1072,FRANKLIN AVE & LINCOLN PL,BROOKLYN,11238,77,UCT/911,Utility Emergency - Water,NonMedical Emergencies,18
1.50E+15,1/4/2015 14:58,BROOKLYN,3834,HICKS & MILL STS,BROOKLYN,11231,76,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,23
1.50E+15,1/4/2015 14:58,BRONX,2905,CROTONA PARK E & 173 ST,BRONX,10460,42,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,78
1.50E+15,1/4/2015 15:00,BROOKLYN,1817,RIDGEWOOD AVE & LOGAN ST,BROOKLYN,11208,75,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,14
1.50E+15,1/4/2015 15:00,BRONX,3553,JEROME AVE & MOSHOLU PKWY S.,BRONX,10468,52,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,38
1.50E+15,1/4/2015 15:01,BRONX,2789,LONGFELLOW AVE & 172 ST,BRONX,10460,42,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/4/2015 15:02,MANHATTAN,1743,BROADWAY AND 180TH ST,MANHATTAN,10033,34,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,6
1.50E+15,1/4/2015 15:02,MANHATTAN,418,2 AVE & 1 ST,MANHATTAN,10003,9,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,54
1.50E+15,1/4/2015 15:03,BROOKLYN,660,LAFAYETTE & BEDFORD AVES,BROOKLYN,11205,79,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,15
1.50E+15,1/4/2015 15:04,BRONX,2957,ANTHONY AVE & 176 ST,BRONX,10457,46,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/4/2015 15:04,MANHATTAN,713,7 AVE & W 34 ST,MANHATTAN,10001,14,UCT/911,Non-Medical MFA - Phone,NonMedical MFAs,16
1.50E+15,1/4/2015 15:05,MANHATTAN,664,3 AVE & E 28 ST,MANHATTAN,10016,13,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,4
1.50E+15,1/4/2015 15:07,QUEENS,4504,35 AVE & LINDEN PL,QUEENS,11354,109,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,10
1.50E+15,1/4/2015 15:08,BROOKLYN,3526,W 33 ST 700' N OF NEPTUNE AVE,BROOKLYN,11224,60,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,5
1.50E+15,1/4/2015 15:08,BRONX,3519,BAILEY AVE & W 233 ST,BRONX,10463,50,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/4/2015 15:08,BROOKLYN,2180,S/S SEAVIEW AVE OPP E 99 ST,BROOKLYN,11236,69,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/4/2015 15:10,MANHATTAN,974,MADISON AVE & 65 ST,MANHATTAN,10065,19,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,7
1.50E+15,1/4/2015 15:14,QUEENS,5536,HILLSIDE AVE & 215 ST,QUEENS,11427,105,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 15:15,BROOKLYN,1690,DUMONT AVE & POWELL ST,BROOKLYN,11212,73,UCT/911,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,7
1.50E+15,1/4/2015 15:15,QUEENS,5925,149 AVE & EDGEWOOD ST,QUEENS,11422,105,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,133
1.50E+15,1/4/2015 15:16,MANHATTAN,1489,ST. NICHOLAS AVE & 126 ST,MANHATTAN,10027,26,UCT/911,Utility Emergency - Water,NonMedical Emergencies,16
1.50E+15,1/4/2015 15:17,MANHATTAN,925,5 AVE & 58 ST,MANHATTAN,10019,18,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/4/2015 15:17,BRONX,4926,HULL AVE AND 209TH ST,BRONX,10467,52,UCT/911,Utility Emergency - Water,NonMedical Emergencies,63
1.50E+15,1/4/2015 15:18,MANHATTAN,985,CENTRAL PARK W. & 67 ST,MANHATTAN,10023,20,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/4/2015 15:18,MANHATTAN,1359,ST. NICHOLAS AVE & 113 ST,MANHATTAN,10026,28,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,8
1.50E+15,1/4/2015 15:19,MANHATTAN,1204,2 AVE & E 91 ST,MANHATTAN,10128,19,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/4/2015 15:20,MANHATTAN,283,BOWERY & RIVINGTON ST,MANHATTAN,10002,5,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,5
1.50E+15,1/4/2015 15:21,BRONX,3397,BRIGGS AVE & 197 ST,BRONX,10458,52,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,29
1.50E+15,1/4/2015 15:22,BRONX,3008,S/S METROPOLITAN AV & LINDEN DR,BRONX,10462,43,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,16
1.50E+15,1/4/2015 15:24,MANHATTAN,1341,8 AVE & 111 ST,MANHATTAN,10026,24,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,8
1.50E+15,1/4/2015 15:26,MANHATTAN,1709,BROADWAY & 171 ST,MANHATTAN,10032,33,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/4/2015 15:29,MANHATTAN,926,6 AVE & E 58 ST,MANHATTAN,10019,18,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,25
1.50E+15,1/4/2015 15:30,BRONX,3103,MARMION AVE & 178 ST,BRONX,10460,48,UCT/911,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,17
1.50E+15,1/4/2015 15:31,MANHATTAN,860,BEEKMAN PL & E 51 ST,MANHATTAN,10022,17,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,20
1.50E+15,1/4/2015 15:31,BROOKLYN,8090,BQE BET ATLANTIC AVE & RAPELYE ST,BROOKLYN,11201,84,PD Link/Medical,Vehicle Accident - Other,NonMedical Emergencies,16
1.50E+15,1/4/2015 15:32,BRONX,3948,PALISADE AVE & W 261 ST,BRONX,10471,50,Private Fire Alarm,Alarm System - Testing,NonMedical Emergencies,67
1.50E+15,1/4/2015 15:33,BRONX,2988,W.TREMONT AVE & M.L.KING JR BLVD,BRONX,10453,46,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,10
1.50E+15,1/4/2015 15:33,MANHATTAN,645,3 AVE & 26 ST,MANHATTAN,10016,13,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,5
1.50E+15,1/4/2015 15:34,BRONX,2309,PARK AVE & 158 ST,BRONX,10451,40,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,16
1.50E+15,1/4/2015 15:35,MANHATTAN,987,LEXINGTON AVE & 67 ST,MANHATTAN,10065,19,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,3
1.50E+15,1/4/2015 15:36,MANHATTAN,713,7 AVE & W 34 ST,MANHATTAN,10001,14,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/4/2015 15:36,QUEENS,4793,89 AVE & 169 ST,QUEENS,11432,103,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 15:39,QUEENS,1074,CAFFREY AVE & NEW HAVEN AVES,QUEENS,11691,101,Verbal,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,36
1.50E+15,1/4/2015 15:40,RICHMOND / STATEN ISLAND,142,CLINTON AVE & CASSIDY PL,RICHMOND / STATEN ISLAND,10301,120,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 15:41,MANHATTAN,936,LEXINGTON AVE & E 59 ST,MANHATTAN,10022,19,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,8
1.50E+15,1/4/2015 15:41,BRONX,2996,CRESTON AVE & 179 ST,BRONX,10453,46,Private Fire Alarm,Sprinkler System - Malfunction ,NonMedical Emergencies,45
1.50E+15,1/4/2015 15:46,RICHMOND / STATEN ISLAND,295,GORDON & WARREN STS,RICHMOND / STATEN ISLAND,10304,120,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,21
1.50E+15,1/4/2015 15:46,BROOKLYN,1961,LORING AVE & CRESCENT ST,BROOKLYN,11208,75,UCT/911,Utility Emergency - Water,NonMedical Emergencies,12
1.50E+15,1/4/2015 15:47,BRONX,3535,GRAND CONCOURSE & 205 ST,BRONX,10458,52,UCT/911,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,9
1.50E+15,1/4/2015 15:47,BRONX,2522,GRANT AVE & E 165 ST,BRONX,10456,44,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/4/2015 15:48,MANHATTAN,648,2 AVE & E 27 ST,MANHATTAN,10016,13,EMS Link/Medical,Medical MFA - EMS Link,Medical MFAs,4
1.50E+15,1/4/2015 15:48,BRONX,4277,STADIUM AVE & RAWLINS AVE,BRONX,10465,45,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,7
1.50E+15,1/4/2015 15:49,BROOKLYN,424,CONCORD ST & GOLD ST,BROOKLYN,11201,84,Private Fire Alarm,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,47
1.50E+15,1/4/2015 15:50,RICHMOND / STATEN ISLAND,1947,RICHMOND AVE AND DEPPE PL,RICHMOND / STATEN ISLAND,10314,121,UCT/911,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,8
1.50E+15,1/4/2015 15:50,BROOKLYN,1999,STANLEY & SCHENCK AVES,BROOKLYN,11207,75,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/4/2015 15:51,BRONX,2946,WATERLOO PL & 175 ST,BRONX,10460,48,UCT/911,Utility Emergency - Water,NonMedical Emergencies,13
1.50E+15,1/4/2015 15:54,QUEENS,8617,FARMERS BLVD & 118 AVE,QUEENS,11412,113,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 15:54,BRONX,4443,BAYCHESTER AVE AND BOSTON RD,BRONX,10466,47,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/4/2015 15:57,QUEENS,4704,MATHIAS AVE & GUY R. BREWER BLVD [N.Y. B,QUEENS,11433,113,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 15:59,QUEENS,4386,BOOTH MEMORIAL AVE & 162 ST,QUEENS,11365,109,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,71
1.50E+15,1/4/2015 15:59,BRONX,2701,E 169 ST & STEBBINS AVE/POLITE AVE,BRONX,10459,42,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,13
1.50E+15,1/4/2015 15:59,RICHMOND / STATEN ISLAND,2275,MILL RD & EBBITTS ST,RICHMOND / STATEN ISLAND,10306,122,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,10
1.50E+15,1/4/2015 16:00,MANHATTAN,404,LUDLOW ST & STANTON ST,MANHATTAN,10002,7,UCT/911,Alarm System - Defective,NonMedical Emergencies,18
1.50E+15,1/4/2015 16:00,BROOKLYN,2539,18 AVE & 47 ST,BROOKLYN,11204,66,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,9
1.50E+15,1/4/2015 16:01,MANHATTAN,1735,AUDUBON AVE AND 179 ST,MANHATTAN,10033,33,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/4/2015 16:02,MANHATTAN,957,WEST END AVE & 62 ST,MANHATTAN,10023,20,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,8
1.50E+15,1/4/2015 16:03,RICHMOND / STATEN ISLAND,229,VICTORY BLVD & BAY ST,RICHMOND / STATEN ISLAND,10301,120,UCT/911,Utility Emergency - Electric,NonMedical Emergencies,6
1.50E+15,1/4/2015 16:03,QUEENS,9444,141 ST & 78 RD,QUEENS,11367,107,PD Link/Medical,Medical MFA - PD Link,Medical MFAs,5
1.50E+15,1/4/2015 16:04,MANHATTAN,1701,FORT WASHINGTON AVE & 168 ST,MANHATTAN,10032,33,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,5
1.50E+15,1/4/2015 16:05,BROOKLYN,2239,AVENUE D & REMSEN AVE,BROOKLYN,11236,69,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,78
1.50E+15,1/4/2015 16:06,BROOKLYN,3593,BOARDWALK & W 31 ST,BROOKLYN,11224,60,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,8
1.50E+15,1/4/2015 16:06,QUEENS,9206,57 AVE & 97 ST,QUEENS,11368,110,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/4/2015 16:06,RICHMOND / STATEN ISLAND,3242,ARMSTRONG AVE AND EAST MACON AVE,RICHMOND / STATEN ISLAND,10308,122,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 16:08,BROOKLYN,788,LEWIS AVE & VAN BUREN ST,BROOKLYN,11221,81,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/4/2015 16:09,RICHMOND / STATEN ISLAND,664,NARROWS RD SOUTH AND FINGERBOARD RD,RICHMOND / STATEN ISLAND,10305,122,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/4/2015 16:10,BROOKLYN,583,3 AVE & BERGEN ST,BROOKLYN,11217,78,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,9
1.50E+15,1/4/2015 16:11,MANHATTAN,1529,OLD BROADWAY & W 131 ST,MANHATTAN,10027,26,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,10
1.50E+15,1/4/2015 16:12,BRONX,3113,W BURNSIDE AVE & ANDREWS AVE,BRONX,10453,46,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,10
1.50E+15,1/4/2015 16:12,MANHATTAN,823,3 AVE & E 46 ST,MANHATTAN,10017,17,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,52
1.50E+15,1/4/2015 16:12,MANHATTAN,7016,BMT N-R @E 8 ST & BWAY,MANHATTAN,10003,9,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/4/2015 16:13,RICHMOND / STATEN ISLAND,93,STANLEY & GLEN AVES,RICHMOND / STATEN ISLAND,10301,120,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/4/2015 16:13,BROOKLYN,3862,86 ST & BAY 23 ST,BROOKLYN,11214,62,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 16:13,BROOKLYN,1305,3 AVE & 12 ST,BROOKLYN,11215,78,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/4/2015 16:14,BRONX,3179,TIEBOUT AVE & 182 ST,BRONX,10457,46,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,201
1.50E+15,1/4/2015 16:16,MANHATTAN,1405,3 AVE & E 118 ST,MANHATTAN,10035,25,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,53
1.50E+15,1/4/2015 16:16,MANHATTAN,1558,BROADWAY & 135 ST,MANHATTAN,10031,30,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/4/2015 16:20,BRONX,4355,WARING AVE AND VANCE ST,BRONX,10469,49,Private Fire Alarm,Utility Emergency - Electric,NonMedical Emergencies,39
1.50E+15,1/4/2015 16:21,MANHATTAN,1215,AMSTERDAM AVE & 93 ST,MANHATTAN,10025,24,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,5
1.50E+15,1/4/2015 16:22,BRONX,3043,BX RIVER AVE & E 174 ST,BRONX,10472,43,Phone,Utility Emergency - Electric,NonMedical Emergencies,53
1.50E+15,1/4/2015 16:24,RICHMOND / STATEN ISLAND,2065,FR CAPODANNO BLVD & LINCOLN AVE,RICHMOND / STATEN ISLAND,10306,122,UCT/911,Demolition Debris or Rubbish Fire,NonStructural Fires,19
1.50E+15,1/4/2015 16:24,RICHMOND / STATEN ISLAND,626,SCARBORO AVE & BAY ST->,RICHMOND / STATEN ISLAND,10305,120,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,3
1.50E+15,1/4/2015 16:25,QUEENS,7940,B'WAY & BRITTON AVE,QUEENS,11373,110,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/4/2015 16:25,QUEENS,4633,43 AVE & HAMPTON ST,QUEENS,11373,110,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,9
1.50E+15,1/4/2015 16:25,MANHATTAN,290,FDR DR & E 6 ST,MANHATTAN,10009,9,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/4/2015 16:26,QUEENS,4271,50 AVE & 65 PL,QUEENS,11377,108,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,50
1.50E+15,1/4/2015 16:27,MANHATTAN,574,8 AVE & W 17 ST,MANHATTAN,10011,10,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,8
1.50E+15,1/4/2015 16:28,BROOKLYN,8689,BELT PKWY BTW PNSYLVNIA AV & ERSKINE ST,BROOKLYN,11234,75,PD Link/Medical,Vehicle Accident - Other,NonMedical Emergencies,92
1.50E+15,1/4/2015 16:29,MANHATTAN,1292,PARK AVE & 104 ST,MANHATTAN,10029,23,Verbal,Assist Civilian - Non-Medical,NonMedical Emergencies,41
1.50E+15,1/4/2015 16:30,BROOKLYN,694,MYRTLE AVE & THROOP AVE,BROOKLYN,11206,79,Phone,Utility Emergency - Electric,NonMedical Emergencies,51
1.50E+15,1/4/2015 16:32,QUEENS,7473,31 AVE & 42 ST,QUEENS,11103,114,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,8
1.50E+15,1/4/2015 16:32,BROOKLYN,3577,SEA BREEZE AVE & W 5 ST,BROOKLYN,11224,60,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,9
1.50E+15,1/4/2015 16:32,QUEENS,5033,JAMAICA AVE & 175 ST,QUEENS,11432,103,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,57
1.50E+15,1/4/2015 16:33,BRONX,2633,CASTLE HILL & LACOMBE AVES,BRONX,10473,43,PD Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,19
1.50E+15,1/4/2015 16:34,QUEENS,5038,173 ST & 104 AVE,QUEENS,11433,103,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,15
1.50E+15,1/4/2015 16:34,RICHMOND / STATEN ISLAND,692,CAPODANNO BLVD & LILY POND AVE->,RICHMOND / STATEN ISLAND,10305,122,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/4/2015 16:34,BROOKLYN,1607,UTICA AVE & UNION ST,BROOKLYN,11213,71,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/4/2015 16:35,MANHATTAN,1464,3 AVE & E 124 ST,MANHATTAN,10035,25,Verbal,Medical - Assist Civilian,Medical Emergencies,21
1.50E+15,1/4/2015 16:36,RICHMOND / STATEN ISLAND,2253,STERLING AVE & HYLAN BLVD->,RICHMOND / STATEN ISLAND,10306,122,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/4/2015 16:40,QUEENS,9143,70 RD & 108 ST,QUEENS,11375,112,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,12
1.50E+15,1/4/2015 16:40,BROOKLYN,3699,AVENUE W & BATCHELDER ST,BROOKLYN,11229,61,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,8
1.50E+15,1/4/2015 16:41,MANHATTAN,1677,RIVERSIDE DR & 158 ST,MANHATTAN,10032,33,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,14
